Bot_Name,Artist,Banner,Bot_ID,Bot_Status,Build_Method,Category,Comment,Creator,Exp_after,Exp_before,Exp_gif,GUI_bot,Hotspot,Image_V3_tag,JSON,Launch_Date,Like,MyShell_URL,Myshell主站,Note,Tag,Theme,Yuki's Explore,banner_mobile,"bobo：tip ",input_guide,web_bot_name,微信/Discord/x,自动化效果测试集,进度,重新部署
Kids Space Sketch,,,1730182314,private,新ShellAgent,文生图,充满童趣，给人温暖的感觉，会配一段文字，建议走贺卡场景，例如感恩节,Luokeshenai,Kids_Space_Sketch.png,,,,NO,text_to_image,,2024/11/04,"Bobo, Finn, Janet, Lucas",https://app.myshell.ai/chat/1730182314,,儿童宇航员绘本风格,"CCS, Thanksgiving",Fun&Memes,,,,,,洛克 (https://www.notion.so/1313f81ff51e8039ab0fdc828f4bdba3?pvs=21),,完成,
twitter detector,,,1730817722,public,新ShellAgent,文生图,效果ok,BinZI,Alien_Detector.png,,,,NO,text_to_image,,2024/11/06,,https://app.myshell.ai/chat/1730817722,Mar6 botlist fun,"twitter ID生成 alien分析报告,转了个grok","Twitter ID, 整活",Fun&Memes,,,,,,彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21),,完成,已解决
Woman Business Photo,,,1729854792,public,新ShellAgent,图生图,,Ring Hyacinth,bot_list%203.jpg,,,,NO,portrait_headshot,,2024/11/01,"Bobo, Hance, Janet",https://app.myshell.ai/bot/ABziAn/1729854792,Feb25 X- kol,女性成功人士商务照生成,"CCS, Headshot",AI Images,,,,,,"无标题 (https://www.notion.so/1223f81ff51e81ca948df7252d6a5b01?pvs=21), 海辛 (https://www.notion.so/11a3f81ff51e80dbb428d9bf3f259225?pvs=21)",,完成,
Hand-drawn filter,,,1730723640,public,新ShellAgent,图生图,"效果Ok

修改：有些还是会笔触太浅",YXwu,,,,,NO,all_art_material,,2024/11/05,Finn,https://app.myshell.ai/bot/rqueYf/1730723640,,线稿滤镜,,Photo Filters,,,,,,无心想 (https://www.notion.so/1353f81ff51e80908b77ffb634304172?pvs=21),,完成,
Space Travel,,,1729705002,public,新ShellAgent,图文游戏,"图文游戏暂时不上iOS
外星creature photo风格不错，通过游戏化方式不断生图，例如发现外星物种、文明",bofeng55,,,,,NO,image_game,,2024/11/06,"Bobo, Hance, Janet",https://app.myshell.ai/bot/qIneIf/1729705002,,太空旅行图文游戏,CCS,Image Games,,,,,,波风 (https://www.notion.so/11a3f81ff51e800e8a09e469f68cbf8b?pvs=21),,完成,
Orc Filter,,,1730882675,public,新ShellAgent,图生图,"效果不错

Chat UI学习：一次生成4张图",2dogzi,,,,,NO,all_art_animegame_ip,,2024/11/07,,https://app.myshell.ai/bot/m6zYVn/1730882675,,魔兽 兽人滤镜,"Anime, Chat UI, IP",Photo Filters,,,,,,二狗子。 (https://www.notion.so/1363f81ff51e809c9977cebf8315fc36?pvs=21),,完成,
APT Fliter,,,1730866231,private,新ShellAgent,图生图,效果ok,OLDX,APT_Fliter.png,,,,NO,,,2024/11/06,Bobo,https://app.myshell.ai/bot/yuMRR3/1730866231,,APT风格贴纸生成,"APT, IP, Trump",AI Images,,,,,,X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21),,完成,
Don’t Starve Filter,,,1730905407,public,新ShellAgent,图生图,"效果不错

",Toki_no_Chanshi,,,,,YES,all_art_animegame_ip,,2024/11/08,,https://app.myshell.ai/bot/biQNRf/1730905407,,Don't starve风格滤镜,"Anime, IP",Photo Filters,,,,,,仟士 (https://www.notion.so/1383f81ff51e809b89b7daeedb81f097?pvs=21),,完成,
Fire scene maker,,,,public,新ShellAgent,视频生视频,,Alan Huang,,,,,NO,other_fun,,2024/11/07,,https://app.myshell.ai/chat/1730963948,无法使用,（暂不可用）将视频转成火焰滤镜视频,,Photo Filters,,,,,,alan老师 (https://www.notion.so/alan-1343f81ff51e80eb8d13da043b130388?pvs=21),,完成,
APT Sticker,,,1730974249,private,新ShellAgent,图生图,"效果ok ",thomas liang,APT_Sticker.png,,,,NO,,,2024/11/08,,https://app.myshell.ai/bot/niyimy/1730974249,,APT风格贴纸生成，其中预设trump风格APT贴纸,"APT, IP",AI Images,,,,,,泫晨 (https://www.notion.so/11a3f81ff51e802da317ff372f508450?pvs=21),,完成,
Minecraft filter,,,1731073436,private,新ShellAgent,图生图,"效果不错，但是只能使用非人物图片

Hance: 生成图片隐藏URL",Toki_no_Chanshi,,,,,NO,,,2024/11/12,,https://app.myshell.ai/bot/ZRf2Qj/1731073436,,非人物（空间、风景图）的“我的世界”滤镜,IP,Photo Filters,,,,,,仟士 (https://www.notion.so/1383f81ff51e809b89b7daeedb81f097?pvs=21),,完成,
Pixel pop,,,1731467591,public,新ShellAgent,图生图,"效果ok，对比度稍微有点强
",HeA,bot_list_after%2013.jpg,bot_list_before%2013.jpg,,GUI,NO,all_art_animegame_noip,,2024/11/13,,https://app.myshell.ai/bot/ziI7vm/1731467591,,像素滤镜,"Anime, Pixel",Photo Filters,,,,,,何A (https://www.notion.so/A-1313f81ff51e8002aff8db9ba9d766fa?pvs=21),,完成,
Trump Thanksgiving,,,1731143660,private,新ShellAgent,图生图,"效果不错，但是生成时间较久需要至少5分钟

Hance: 生成图片隐藏URL
",OLDX,,,,,NO,festival,,2024/11/11,,https://app.myshell.ai/bot/amYvmu/1731143660,Mar6 botlist fun,生成跟Trump一起捧着烤鸡的感恩节整活贺卡,"Thanksgiving, Trump, 整活",AI Images,,,,,,X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21),,完成,
Magic AI Filter 8in1,,,,public,新ShellAgent,视频生视频,,Alan Huang,,,,,NO,"all_art_animegame_noip, floor_5, portrait_fun",,2024/11/08,,https://app.myshell.ai/bot/3E3E3q/1730947801,无法使用,"八种视频滤镜：sketchScape, Line Figure, Body Blueprint, Neon Depth, Popscape, Monichrome Focus, Noir Essence, Binary Pop",,Photo Filters,,,,,,alan老师 (https://www.notion.so/alan-1343f81ff51e80eb8d13da043b130388?pvs=21),,完成,
Manga Filter HOJO,,,1731145746,public,新ShellAgent,图生图,"效果ok
",joe shen,,,,,NO,all_art_animegame_noip,,2024/11/09,,https://app.myshell.ai/bot/rEnaIn/1731145746,,漫画风格滤镜,Anime,Photo Filters,,,,,,沈劼玮 (https://www.notion.so/11b3f81ff51e804eaeb6f503811f7586?pvs=21),,完成,
Tarot Prediction,,,1731236291,private,新ShellAgent,图文游戏,效果不错，游戏玩法,Myshell-Bobo,,,,,NO,image_game,,2024/11/10,Bobo,https://app.myshell.ai/bot/2ERVFv/1731236291,,提供数字，塔罗牌算命,Card,Image Games,,,,,,工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21),,完成,
Thankful frame,,,1731323847,private,新ShellAgent,图生图,"效果不错

Hance: 生成图片隐藏URL",Jim,,,,,NO,,,2024/11/11,,https://app.myshell.ai/bot/EjqUFv/1731323847,,感恩节主题，生成手办小人举着thank you牌,"Anime, Thanksgiving, Trump",AI Images,,,,,,王琦栋-Jim.Wang (https://www.notion.so/Jim-Wang-1373f81ff51e80979f8cc94073e51c48?pvs=21),,完成,
Couple Avatar Generator,,,1731504318,private,新ShellAgent,文生图,"效果不错，情侣场景不错

hance: 生成图像的消息中，文字要展示那么多？",CF_Leon,Couple_Avatar_Generator.png,,,,NO,text_to_image,,2024/11/13,,https://app.myshell.ai/bot/6Brmua/1731504318,,文生图情侣头像生成器,Couple,Fun&Memes,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),,完成,
POKEMON MBTI,,,1727087544,private,新ShellAgent,文生图,效果不错,Myshell-Bobo,POKEMON_MBTI.png,,,,NO,text_to_image,,2024/11/12,Bobo,https://app.myshell.ai/bot/BZb2Iz/1727087544,,提供星座跟MBTI，生成专属宝可梦,"Anime, IP, pokemon",Fun&Memes,,,,,,工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21),,完成,
Puppet You,,,1731583327,private,新ShellAgent,图生图,效果Ok,Jim,,,,,NO,,,2024/11/14,,https://app.myshell.ai/bot/fQvIfa/1731583327,,生成木偶风格手办,Anime,AI Images,,,,,,王琦栋-Jim.Wang (https://www.notion.so/Jim-Wang-1373f81ff51e80979f8cc94073e51c48?pvs=21),,完成,
Face Dance Paradise,,,,public,新ShellAgent,图生视频,,Derek,Botlist_1000x618_24fps.webp,,Botlist_1000x618_24fps%201.webp,,NO,portrait_fun,,2024/11/14,Bobo,https://app.myshell.ai/bot/vm67r2/1731557712,无法使用,脸部图片生成搞怪脸部表情视频,"Anime, 可在挖掘",Photo Filters,,,,,,欧阳川 (https://www.notion.so/1313f81ff51e8082aebcc9df7d160b6e?pvs=21),,完成,
Old Photo Enhancer,,,1727409560,private,旧ShellAgent,图生图,,Myshell-Wenliang,,,,,NO,image_tool,,2024/09/30,,https://app.myshell.ai/chat/1727409560,,提升老照片,Images edit,Image Tools,,,,,,工作人员 (https://www.notion.so/1313f81ff51e80038b36d2cba98289e2?pvs=21),,完成,
Clown art photo,,,1731502579,private,新ShellAgent,图生图,,CF_Leon,,,,,NO,,,2024/11/14,,https://app.myshell.ai/chat/1731502579,,恐怖小丑妆容滤镜,"Joker, 整活",Photo Filters,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),,完成,
GTA 6 Style Filter,,,1727537854,private,新ShellAgent,图生图,12/25bobo：更新为GTA6 呼应游戏上新发售,Lucas,bot_list_after%2014.jpg,bot_list_before%2014.jpg,,,NO,all_art_animegame_ip,,2024/12/04,,https://app.myshell.ai/chat/1727537854,EDM预热,GTA滤镜,"Anime, GTA, IP",Photo Filters,tier1-小图,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),,完成,
trump win,,,,private,新ShellAgent,图生视频,"同作者重复题材？—>下架处理
",Lucas,,,,,NO,,,2024/11/10,,https://app.myshell.ai/bot/fEbmey/,,川普舞蹈,"APT, IP, Trump, 整活",AI Images,,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),,完成,
Super Memes,,,1731676762,private,新ShellAgent,文生图,效果Ok,Luokeshenai,bot_list%204.jpg,,,,YES,text_to_image,,2024/11/19,Janet,https://app.myshell.ai/chat/1731676762,"Mar6 botlist fun, Mar6 meme",11种meme生产器,,Fun&Memes,,,,,,洛克 (https://www.notion.so/1313f81ff51e8039ab0fdc828f4bdba3?pvs=21),,完成,
Break! The Dimension,,,1731332011,public,新ShellAgent,图生图,效果Ok， 稳定度稍微差了些，但是题材很不错,Damien Chen,,,,,YES,"group_photo, portrait_style_cosplay",,2024/11/20,,https://app.myshell.ai/bot/Y3qUna/1731332011,Mar6 botlist fun,跟二次元人物合照,"Anime, IP, pokemon",AI Images,,,,,,Damien (https://www.notion.so/Damien-11a3f81ff51e800797d6f1ffccfe2f51?pvs=21),,完成,
Wallpaper Engine,,,1732112438,public,新ShellAgent,图生图,Janet: 更新过，图生图从合成图变成filters                                                                                     12/19bobo:更新上新filter功能+ip类型生成,bofeng55,bot_list%205.jpg,,,GUI,NO,all_art_animegame_ip,,2024/11/22,,https://app.myshell.ai/chat/1732112438,Feb25 X- kol,制作动漫风手机背景图,"Anime, wallpaper",Photo Filters,,,,,,波风 (https://www.notion.so/11a3f81ff51e800e8a09e469f68cbf8b?pvs=21),,完成,
ARCANE filter,,,1732290440,public,,图生图,效果ok，生成效果看bot-name page，个人觉得效果比arcane generator好,OLDX,bot_list_after%2015.jpg,bot_list_before%2015.jpg,,GUI,YES,"all_art_animegame_ip, floor_3",,2024/11/22,,https://app.myshell.ai/bot/7VrURf/1732290440,"EDM预热, Feb25 X- kol, chatlist- Feb11",双城之战滤镜,"Anime, Arcane, Arcane-Jinx, IP",Photo Filters,tier1-大图,,,,,X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21),,完成,
Monet art,,,1732292546,public,新ShellAgent,图生图,"效果不错
",YLXC,bot_list_after%2016.jpg,bot_list_before%2016.jpg,,,NO,all_art_material,,2024/11/23,Catherine,https://app.myshell.ai/bot/fuUVri/1732292546,Feb25 X- kol,莫奈风格滤镜,可在挖掘,Photo Filters,,,,,,眼落星辰 (https://www.notion.so/1453f81ff51e802f8728e09875635fc0?pvs=21),,完成,
Calabash Brothers,,,1732272447,public,新ShellAgent,图生图,"效果不错
",oneBigFace,,,,,NO,all_art_animegame_ip,,2024/11/23,,https://app.myshell.ai/bot/3YVvee/1732272447,,葫芦娃兄弟滤镜,"Anime, IP",Photo Filters,,,,,,洛公子 (https://www.notion.so/1463f81ff51e80b29c19cf2256336e95?pvs=21),,完成,
AI Tattoo Master,,,1732030979,public,新ShellAgent,文生图,"效果不错

",Supershell,,,,"GUI, 已加入base44",NO,"floor_3, portrait_beauty, portrait_fashion",,2024/11/22,,https://app.myshell.ai/chat/1732030979,,AI纹身生成器,Tatto,Fun&Memes,"Party, tier1-小图",,,,,RUI (https://www.notion.so/RUI-1313f81ff51e80d98580d4bd59b62da0?pvs=21),,完成,
Arcane Generator,,,1732192287,public,新ShellAgent,图生图,"效果ok，生成效果看bot-name page，个人觉得ARCANE filter效果比较好（看bot-name page)
",Yelenn,bot_list_after%2017.jpg,bot_list_before%2017.jpg,,GUI,NO,all_art_animegame_ip,,2024/11/22,,https://app.myshell.ai/bot/ziUV3y/1732192287,,双城之战滤镜，可以选择的参数较多,"Anime, Arcane, IP",Photo Filters,,,,,,Nenly (https://www.notion.so/Nenly-1453f81ff51e80b7b920dcaf55b409de?pvs=21),,完成,
High definition port,,,1732283252,public,新ShellAgent,图生图,"效果不错
",sylar_w,,,,,NO,image_tool,,2024/11/23,,https://app.myshell.ai/bot/iEvaEn/1732283252,,高清修复,Images edit,Image Tools,,,,,,"Cj,suclub网站 (https://www.notion.so/Cj-suclub-1463f81ff51e8071bd0dfde664aab961?pvs=21)",,完成,节点被下架
Season You,,,1732549381,public,新ShellAgent,图生图,"
",Ring Hyacinth,,,,,NO,"floor_1, portrait_style_aiportrait",,2024/11/25,,https://app.myshell.ai/chat/1732549381,,生成四季背景风格照片,,AI Images,,,,,,海辛 (https://www.notion.so/11a3f81ff51e80dbb428d9bf3f259225?pvs=21),,完成,
Career dress up fun,,,1732417727,private,新ShellAgent,图生图,"效果不错，小孩图片场景
",CF_Leon,,,,,NO,,,2024/11/25,,https://app.myshell.ai/bot/y2eYfm/1732417727,,提供小孩图片生成小孩各种职业风格照,baby,AI Images,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),,完成,
Coraline Filter,,,1732624470,public,新ShellAgent,图生图,目前承接页是此,YLXC,,,,,NO,all_art_animegame_ip,,2024/11/26,,https://app.myshell.ai/chat/1732624470,,鬼妈妈风格滤镜,"Anime, Coraline, IP",Photo Filters,,,,,,眼落星辰 (https://www.notion.so/1453f81ff51e802f8728e09875635fc0?pvs=21),,完成,
Jinx PVC Figure,,,1730356268,private,新ShellAgent,图生图,效果Ok,Lucas,Anime_Figure.png,,,,NO,,,2024/11/25,,https://app.myshell.ai/bot/fEbmey/1730356268,,日本动漫手办风格照,Anime,AI Images,,,,,,金运 (https://www.notion.so/11a3f81ff51e8086a497fdab99697aff?pvs=21),,完成,
Croaline Filter,,,1732675340,private,新ShellAgent,图生图,效果不错,OLDX,,,,,NO,,,2024/11/27,,https://app.myshell.ai/bot/B7nieu/1732675340,,鬼妈妈风格滤镜,"Anime, Coraline, IP",Photo Filters,,,,,,X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21),,完成,
GTA V Filter,,,1732619605,public,新ShellAgent,图生图,效果不错,OLDX,bot_list_after%2018.jpg,bot_list_before%2018.jpg,,,NO,"all_art_animegame_ip, floor_3",,2024/11/26,Catherine,https://app.myshell.ai/bot/UBFvem/1732619605,chatlist- Feb11,GTA风格滤镜,"Anime, GTA, IP",Photo Filters,,,,,,X. (https://www.notion.so/X-11a3f81ff51e80bc93e8fa3b8267c69e?pvs=21),,完成,
GTA Style Maker,,,1732685409,private,新ShellAgent,图生图,,thomas liang,,,,,NO,all_art_animegame_ip,,2024/11/27,,https://app.myshell.ai/chat/1732685409,,GTA风格滤镜,"Anime, GTA, IP",Photo Filters,,,,,,泫晨 (https://www.notion.so/11a3f81ff51e802da317ff372f508450?pvs=21),,完成,
Coraline Styel Maker,,,1729843566,private,新ShellAgent,图生图,Bobo：偏恐怖风格，不太稳定,thomas liang,,,,,NO,,,2024/11/27,,https://app.myshell.ai/bot/6JbA3e/1729843566,,鬼妈妈风格滤镜,"Anime, Coraline, IP",Photo Filters,,,,,,泫晨 (https://www.notion.so/11a3f81ff51e802da317ff372f508450?pvs=21),,完成,
BustBoost,,,1732686186,public,新ShellAgent,图生图,Janet：没太看出丰胸效果,DuiDuiDui,,,,,NO,portrait_beauty,,2024/11/28,,https://app.myshell.ai/bot/QryIVn/1732686186,,一键丰胸,Beauty,Photo Filters,,,,,,老冯 (https://www.notion.so/1313f81ff51e8072a5cefbafa6f104ee?pvs=21),,完成,可以下
X'mas Album,,,1732737707,private,新ShellAgent,图生图,"上圣诞节banner
@ Catherine：还不错，质量高效果好；已将效果图发在inshttps://www.instagram.com/p/DC8R3LwT60w/?img_index=3",Jim,,,,,YES,festival,,2024/11/28,Catherine,https://app.myshell.ai/bot/RnERfy/1732737707,,圣诞相册生成器,"Christmas, 圣诞节pick",AI Images,,,,,,王琦栋-Jim.Wang (https://www.notion.so/Jim-Wang-1373f81ff51e80979f8cc94073e51c48?pvs=21),,完成,
MBTI profile card,,,1732718464,public,新ShellAgent,图生图,,Snap,,,,,YES,all_art_animegame_ip,,2024/11/28,,https://app.myshell.ai/chat/1732718464,,MBTI小人换脸bot,"Card, IP",AI Images,,,,,,Snap (https://www.notion.so/Snap-11a3f81ff51e803b866ee206b1696c01?pvs=21),,完成,
Christmas Crystal Ball,,,1732800474,private,新ShellAgent,文生图,"                                   ",Toki_no_Chanshi,,,,,YES,festival,,2024/11/28,,https://app.myshell.ai/bot/7zAB7r/1732800474,,圣诞水晶球生成器,Christmas,Fun&Memes,,,,,,仟士 (https://www.notion.so/1383f81ff51e809b89b7daeedb81f097?pvs=21),,完成,
Shuffle Hair Color,,,1732803633,private,新ShellAgent,图生图,"12/17 Lucas关键词流量选到这个题材

Janet：感觉是不是做成用户可以选择颜色更好

Catherine：同意Janet，自动生成颜色的选色不太合理，生成的效果很一般                                                                                           bobo:已反馈",Huluwa,,,,,NO,,,2024/11/28,,https://app.myshell.ai/bot/aAvuay/1732803633,,一键改发色,"Beauty, Hair",Photo Filters,,,,,,葫芦娃老师 (https://www.notion.so/1463f81ff51e807b8d3ffa6b5c3b5af6?pvs=21),,完成,私有节点拉取
GTA Style Filter,,,1732610463,private,新ShellAgent,图生图,,CF_Leon,,,,,NO,all_art_animegame_ip,,2024/11/28,,https://app.myshell.ai/bot/6VZryu/1732610463,,GTA风格滤镜,"Anime, GTA, IP",Photo Filters,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),,完成,
Magic clothes,,,1732876026,public,新ShellAgent,图生图,,ManKiang Lee,,,,,NO,"floor_6, portrait_fashion",,2024/11/29,,https://app.myshell.ai/bot/iAjIve/1732876026,,提供衣服图片+人脸，可以合成穿衣效果图,Beauty,AI Images,,,,,,黑梨（惡棍Borges）  (https://www.notion.so/Borges-1463f81ff51e809da264d695756158cf?pvs=21),,完成,
Daily Vibes,,,1732788619,public,新ShellAgent,图生图,,4leaves,,,,,NO,"all_art_animegame_noip, image_game",,2024/11/29,,https://app.myshell.ai/bot/yqQZR3/1732788619,,每日塔罗牌测算+塔罗牌滤镜,"Card, tarot",Photo Filters,,,,,,你喝的是四叶那瓶 (https://www.notion.so/1493f81ff51e804492c5e218c4cc85a3?pvs=21),,完成,
T Shirt Design Maker,,,1733113433,public,新ShellAgent,图生图,"12/17 Lucas：参考竞品修改：https://openart.ai/generator/t-shirt-design                                                                                                         bobo:名字字数限制，效果等已优化        
01/06效果更新，对标竞品",YXwu,,,,,YES,image_tool,,2024/12/03,,https://app.myshell.ai/bot/rMvUby/1733113433,,定制T-Shirt：提供各种图案，并将其合成到人物T-Shirt上,T-shirt logo,Image Tools,,,,,,无心想 (https://www.notion.so/1353f81ff51e80908b77ffb634304172?pvs=21),,完成,
Low poly airbrush,,,1728614364,private,新ShellAgent,图生图,,Luokeshenai,,,,,NO,all_art_animegame_noip,,2024/12/01,,https://app.myshell.ai/bot/URz6vm/1728614364,,各种卡通风格融合,"Anime, IP, 整活",AI Images,,,,,,洛克 (https://www.notion.so/1313f81ff51e8039ab0fdc828f4bdba3?pvs=21),,完成,
Christmas Nine Palac,,,1733056473,public,新ShellAgent,图生图,,2dogzi,,,,,YES,"festival, floor_10",,2024/12/01,"Bobo, Janet",https://app.myshell.ai/bot/NZBjqy/1733056473,,生成圣诞节9宫格证件照,"Christmas, 圣诞节pick",AI Images,,,,,,二狗子。 (https://www.notion.so/1363f81ff51e809c9977cebf8315fc36?pvs=21),,完成,
Cosplay Photo,,,1733219918,public,新ShellAgent,图生图,,bigcat,,,,GUI,YES,"floor_3, portrait_style_cosplay",,2024/12/04,,https://app.myshell.ai/bot/EbQnmq/1733219918,,提供人物照片，换成火影、悟空、Jinx cosplay照,"Anime, IP, 整活",AI Images,,,,,,AIGC大猫 (https://www.notion.so/AIGC-13c3f81ff51e805987eacebe47fc962e?pvs=21),,完成,
Christmas Baby,,,1733166923,private,新ShellAgent,图生图,,Jim,,,,,YES,festival,,2024/12/03,,https://app.myshell.ai/bot/NF3aea/1733166923,,首个NSFW圣诞主题bot,"Christmas, baby",AI Images,,,,,,王琦栋-Jim.Wang (https://www.notion.so/Jim-Wang-1373f81ff51e80979f8cc94073e51c48?pvs=21),,完成,
Magic Camera,,,1733132421,private,新ShellAgent,图生图,2025/01/08前,BinZI,,,,,YES,festival,,2024/12/03,,https://app.myshell.ai/bot/ArAziq/1733132421,,魔法万物滤镜,Christmas,Photo Filters,,,,,,彬子 (https://www.notion.so/11a3f81ff51e8009a9aff5b6bcbe79a5?pvs=21),,完成,
watermark remove,,,1733301196,private,新ShellAgent,图生图,,CF_Leon,,,,,NO,image_tool,,2024/12/04,,https://app.myshell.ai/chat/1733301196,,去除水印,Images edit,Image Tools,,,,,,放空的记忆 (https://www.notion.so/1313f81ff51e80449c1cf912ad45bfe9?pvs=21),,完成,
